8
12
11
11
    1       1            35.689490         139.691710
    2       2            23.129160         113.264440
    3       3            -6.211540         106.845170
    2       4            31.230390         121.473700
    1       5            37.566540         126.977970
    4       6            19.432610         -99.133210
    5       7            28.635310          77.224960
    6       8            24.893380          67.028060
    1       9            14.599510         120.984220
    7      10            40.714350         -74.005970
    8      11           -23.548940         -46.638820
    5      12            19.075980          72.877660
    1       1            35.689490         139.691710
    2       2            23.129160         113.264440
    3       3            -6.211540         106.845170
    2       4            31.230390         121.473700
    1       5            37.566540         126.977970
    4       6            19.432610         -99.133210
    5       7            28.635310          77.224960
    6       8            24.893380          67.028060
    1       9            14.599510         120.984220
    7      10            40.714350         -74.005970
    8      11           -23.548940         -46.638820
    1       1            35.689490         139.691710
    2       2            23.129160         113.264440
    3       3            -6.211540         106.845170
    2       4            31.230390         121.473700
    1       5            37.566540         126.977970
    4       6            19.432610         -99.133210
    5       7            28.635310          77.224960
    6       8            24.893380          67.028060
    1       9            14.599510         120.984220
    7      10            40.714350         -74.005970
    8      11           -23.548940         -46.638820

            0.0000        14959.3786         2441.0860        29900.9384        43243.1056           71.7241         2156.4207         1028.9894        11702.2302          872.1249            0.7248         1113.7124            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
        14959.3786            0.0000         8515.6966        31927.6069        18567.1513            9.4700         6408.6136         3166.2216        26377.3647          187.7846            0.7852         4067.3205            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
         2441.0860         8515.6966            0.0000         4193.5887         2448.5708            1.7047         2690.0000         1835.1103         9913.4682           23.6276            3.2927         2992.1729            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
        29900.9384        31927.6069         4193.5887            0.0000        38527.7452           19.7415         4322.2766         2062.2792        17794.4788          347.0248            0.5301         2378.5690            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
        43243.1056        18567.1513         2448.5708        38527.7452            0.0000           33.3709         3264.0884         1558.5573        10926.3187          568.4543            0.6043         1663.0095            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
           71.7241            9.4700            1.7047           19.7415           33.3709            0.0000            6.0620            5.0092            7.3766        62501.0387          491.7217            2.9411            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
         2156.4207         6408.6136         2690.0000         4322.2766         3264.0884            6.0620            0.0000        26296.6146         2661.0857          337.4883            6.3212        24233.4787            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
         1028.9894         3166.2216         1835.1103         2062.2792         1558.5573            5.0092        26296.6146            0.0000         1367.5077          331.4263           11.5856        26903.5128            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
        11702.2302        26377.3647         9913.4682        17794.4788        10926.3187            7.3766         2661.0857         1367.5077            0.0000           94.8220            0.5029         1892.6905            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
          872.1249          187.7846           23.6276          347.0248          568.4543        62501.0387          337.4883          331.4263           94.8220            0.0000         3841.3497          185.9588            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.7248            0.7852            3.2927            0.5301            0.6043          491.7217            6.3212           11.5856            0.5029         3841.3497            0.0000            8.5360            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
         1113.7124         4067.3205         2992.1729         2378.5690         1663.0095            2.9411        24233.4787        26903.5128         1892.6905          185.9588            8.5360            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000            0.0000
